Dish Name,Ingredients
Chicken Biryani,"rice, yogurt, saffron, cardamom"
Beef Steak,"salt, pepper, butter, garlic"
Tacos,"beef, salsa, tortilla, lettuce, cheese"
Grilled Chicken,"lettuce, tomato, chicken, garlic, seasoning"
Pad Thai,"lime, egg, shrimp, peanut, rice noodles"
Tacos,"cheese, beef, salsa, lettuce"
Caesar Salad,"parmesan, Caesar dressing, chicken, lettuce, croutons"
Beef Steak,"butter, salt, pepper, beef, garlic"
BBQ Ribs,"spices, brown sugar, garlic, pork, BBQ sauce"
Spring Rolls,"peanut sauce, carrots, rice paper, cabbage, shrimp"
Japanese Ramen,"pork, scallions, ginger, broth, noodles, egg"
Beef Steak,"pepper, butter, garlic, salt, beef"
Pad Thai,"shrimp, egg, peanut, rice noodles, lime"
Clam Chowder,"clam, cream, potato, celery, onion"
Lasagna,"tomato sauce, cheese, onion, ground beef"
Pho,"beef, broth, chili, basil, lime"
Pho,"rice noodles, beef, chili, basil, lime"
Japanese Ramen,"noodles, broth, ginger, egg, pork, scallions"
Tacos,"salsa, tortilla, cheese, lettuce, beef"
Clam Chowder,"onion, clam, potato, celery, cream"
Pasta Carbonara,"cheese, basil, tomato sauce, pasta, olive oil"
Tacos,"beef, cheese, salsa, lettuce"
Pancakes,"butter, milk, flour, sugar, eggs"
Chicken Biryani,"rice, yogurt, chicken, cardamom"
Spring Rolls,"shrimp, carrots, peanut sauce, cabbage, rice paper"
Sushi,"soy sauce, salmon, avocado, rice, seaweed"
Beef Steak,"garlic, butter, pepper, beef, salt"
Sushi,"avocado, rice, soy sauce, salmon"
Spring Rolls,"rice paper, shrimp, cabbage, peanut sauce"
Lasagna,"onion, garlic, cheese, pasta"
Japanese Ramen,"egg, pork, ginger, noodles, scallions"
Caesar Salad,"chicken, Caesar dressing, parmesan, croutons, lettuce"
Greek Salad,"olives, cucumber, tomato, lettuce"
Sushi,"seaweed, avocado, salmon, soy sauce"
Butter Chicken,"curry powder, chicken, spices, onions, coconut milk"
Caesar Salad,"croutons, Caesar dressing, chicken, lettuce, parmesan"
Chicken Biryani,"rice, spices, chicken, yogurt, saffron, cardamom"
Grilled Chicken,"tomato, garlic, lettuce, seasoning, chicken"
Turkey Sandwich,"mayonnaise, tomato, lettuce, turkey"
Turkey Sandwich,"cheese, turkey, lettuce, mayonnaise, bread, tomato"
Beef Steak,"garlic, beef, butter, salt, pepper"
Caesar Salad,"chicken, parmesan, croutons, Caesar dressing"
Butter Chicken,"coconut milk, onions, chicken, curry powder"
Spring Rolls,"carrots, peanut sauce, rice paper, shrimp, cabbage"
Greek Salad,"olives, cucumber, feta cheese, dressing"
Spanish Paella,"peppers, seafood, rice, onions"
Chicken Biryani,"yogurt, cardamom, rice, saffron"
Tacos,"beef, lettuce, salsa, cheese"
Japanese Ramen,"ginger, noodles, broth, pork, scallions"
Beef Steak,"salt, beef, butter, garlic"
Clam Chowder,"cream, clam, potato, onion, celery"
Japanese Ramen,"broth, egg, pork, scallions"
Chicken Biryani,"chicken, cardamom, yogurt, saffron"
Clam Chowder,"onion, celery, clam, cream"
Pancakes,"flour, butter, eggs, vanilla, milk"
Spanish Paella,"peppers, seafood, saffron, onions"
Beef Steak,"beef, garlic, pepper, butter, salt"
Beef Steak,"butter, beef, garlic, pepper, salt"
Turkey Sandwich,"tomato, turkey, bread, lettuce, mayonnaise"
Omelette,"pepper, butter, cheese, eggs, onions, salt"
Japanese Ramen,"ginger, broth, noodles, scallions, egg"
Pancakes,"eggs, sugar, flour, vanilla"
Pancakes,"eggs, sugar, milk, vanilla, flour, butter"
Sushi,"avocado, rice, soy sauce, salmon"
Caesar Salad,"croutons, Caesar dressing, parmesan, chicken, lettuce"
Grilled Chicken,"tomato, garlic, chicken, lettuce, seasoning"
Greek Salad,"olives, feta cheese, cucumber, dressing"
Tacos,"cheese, salsa, beef, lettuce"
Japanese Ramen,"pork, scallions, ginger, noodles, broth"
Dim Sum,"dumpling wrapper, soy sauce, pork, shrimp"
BBQ Ribs,"brown sugar, garlic, pork, spices, BBQ sauce"
Dim Sum,"shrimp, dumpling wrapper, ginger, soy sauce, pork"
Caesar Salad,"lettuce, chicken, Caesar dressing, croutons, parmesan"
Greek Salad,"tomato, lettuce, dressing, feta cheese"
Spring Rolls,"rice paper, shrimp, carrots, peanut sauce"
Pho,"broth, lime, beef, chili"
Butter Chicken,"coconut milk, curry powder, onions, spices"
Turkey Sandwich,"cheese, tomato, mayonnaise, bread, lettuce"
Caesar Salad,"parmesan, lettuce, chicken, croutons, Caesar dressing"
Spanish Paella,"saffron, onions, seafood, rice"
Pad Thai,"rice noodles, peanut, shrimp, lime, egg"
Clam Chowder,"potato, clam, celery, cream, onion"
Pancakes,"milk, flour, sugar, eggs"
Pancakes,"sugar, flour, vanilla, butter, eggs"
Caesar Salad,"croutons, lettuce, Caesar dressing, parmesan"
Tacos,"cheese, lettuce, beef, tortilla, salsa"
Turkey Sandwich,"tomato, cheese, mayonnaise, turkey"
Pancakes,"vanilla, eggs, flour, milk, sugar"
Japanese Ramen,"egg, broth, ginger, noodles, scallions"
Spanish Paella,"peppers, rice, seafood, saffron"
BBQ Ribs,"BBQ sauce, spices, pork, garlic, brown sugar"
Clam Chowder,"clam, cream, onion, potato, celery"
Shawarma,"yogurt, cumin, chicken, pita, garlic"
Dim Sum,"soy sauce, ginger, pork, shrimp"
Pad Thai,"egg, rice noodles, lime, shrimp, peanut"
Pancakes,"eggs, sugar, milk, flour, vanilla"
Pho,"chili, lime, basil, beef, broth, rice noodles"
Tacos,"cheese, beef, tortilla, salsa"
Grilled Chicken,"seasoning, garlic, lettuce, chicken, tomato"
Caesar Salad,"parmesan, croutons, Caesar dressing, lettuce"
Chicken Biryani,"saffron, chicken, rice, spices, yogurt, cardamom"
Pancakes,"butter, vanilla, flour, eggs, milk"
Pad Thai,"lime, egg, peanut, shrimp, rice noodles"
Spanish Paella,"seafood, peppers, rice, onions"
Spring Rolls,"rice paper, carrots, shrimp, peanut sauce"
Pad Thai,"peanut, egg, lime, rice noodles, shrimp"
Beef Steak,"butter, salt, beef, pepper"
Chicken Biryani,"yogurt, cardamom, rice, chicken, saffron, spices"
Cereal,"fruits, nuts, milk, oats, honey"
Omelette,"pepper, eggs, onions, cheese, salt"
Turkey Sandwich,"turkey, lettuce, tomato, bread, mayonnaise, cheese"
Omelette,"onions, salt, pepper, butter, eggs, cheese"
Pho,"basil, beef, broth, chili, lime"
Pasta Carbonara,"pasta, olive oil, cheese, basil"
Butter Chicken,"chicken, onions, curry powder, spices, coconut milk"
Clam Chowder,"onion, celery, potato, clam, cream"
Caesar Salad,"lettuce, croutons, chicken, parmesan"
Chicken Biryani,"chicken, yogurt, rice, cardamom, saffron, spices"
Clam Chowder,"potato, clam, onion, celery, cream"
Pho,"basil, beef, broth, lime, rice noodles, chili"
Pasta Carbonara,"basil, cheese, tomato sauce, olive oil, pasta"
Grilled Chicken,"seasoning, tomato, lettuce, garlic, chicken"
Lasagna,"onion, pasta, ground beef, garlic, cheese, tomato sauce"
Turkey Sandwich,"turkey, cheese, mayonnaise, tomato, lettuce, bread"
Pad Thai,"lime, peanut, shrimp, rice noodles, egg"
Chicken Biryani,"saffron, spices, cardamom, rice"
Lasagna,"tomato sauce, cheese, onion, ground beef, pasta, garlic"
Lasagna,"pasta, tomato sauce, onion, garlic, ground beef"
Shawarma,"chicken, cumin, garlic, pita, yogurt"
BBQ Ribs,"brown sugar, spices, garlic, pork"
Tacos,"cheese, lettuce, tortilla, salsa"
Greek Salad,"olives, feta cheese, tomato, cucumber, dressing, lettuce"
Spring Rolls,"shrimp, peanut sauce, carrots, rice paper"
Pancakes,"butter, milk, flour, sugar, vanilla"
Dim Sum,"dumpling wrapper, soy sauce, shrimp, ginger, pork"
Turkey Sandwich,"turkey, bread, mayonnaise, lettuce, cheese, tomato"
Pasta Carbonara,"cheese, basil, olive oil, pasta, tomato sauce"
Omelette,"pepper, butter, cheese, onions"
Sushi,"salmon, soy sauce, seaweed, avocado, rice"
Pho,"lime, chili, beef, broth, rice noodles, basil"
Pasta Carbonara,"cheese, pasta, basil, olive oil, tomato sauce"
Grilled Chicken,"seasoning, chicken, garlic, lettuce, tomato"
Sushi,"salmon, seaweed, avocado, soy sauce, rice"
Tacos,"lettuce, cheese, beef, salsa, tortilla"
Greek Salad,"cucumber, olives, lettuce, tomato, feta cheese, dressing"
Spanish Paella,"rice, onions, seafood, saffron, peppers"
Sushi,"seaweed, soy sauce, avocado, salmon, rice"
Sushi,"soy sauce, avocado, rice, salmon"
Caesar Salad,"Caesar dressing, lettuce, parmesan, chicken, croutons"
Caesar Salad,"Caesar dressing, chicken, parmesan, croutons, lettuce"
Omelette,"onions, salt, butter, cheese, pepper"
Shawarma,"yogurt, garlic, cumin, chicken, pita"
Butter Chicken,"spices, coconut milk, chicken, onions, curry powder"
Greek Salad,"feta cheese, cucumber, tomato, olives, dressing, lettuce"
BBQ Ribs,"garlic, brown sugar, spices, BBQ sauce"
Omelette,"pepper, salt, butter, cheese, eggs"
Beef Steak,"butter, garlic, pepper, beef"
BBQ Ribs,"BBQ sauce, pork, garlic, spices"
Lasagna,"cheese, onion, garlic, pasta, ground beef, tomato sauce"
Spring Rolls,"rice paper, peanut sauce, shrimp, cabbage, carrots"
Turkey Sandwich,"bread, tomato, lettuce, cheese, mayonnaise, turkey"
Japanese Ramen,"pork, ginger, noodles, egg, scallions"
Pho,"basil, beef, rice noodles, broth, lime, chili"
Caesar Salad,"Caesar dressing, lettuce, croutons, parmesan, chicken"
BBQ Ribs,"garlic, brown sugar, BBQ sauce, pork, spices"
Turkey Sandwich,"turkey, lettuce, mayonnaise, tomato, bread, cheese"
Beef Steak,"salt, pepper, garlic, beef"
Beef Steak,"butter, pepper, beef, salt, garlic"
Greek Salad,"olives, dressing, lettuce, feta cheese, cucumber"
Spanish Paella,"rice, saffron, peppers, onions, seafood"
Caesar Salad,"parmesan, lettuce, croutons, chicken, Caesar dressing"
Pasta Carbonara,"olive oil, cheese, pasta, basil, tomato sauce"
Shawarma,"pita, chicken, garlic, yogurt, cumin"
Sushi,"soy sauce, salmon, avocado, rice, seaweed"
Sushi,"salmon, avocado, seaweed, rice, soy sauce"
Caesar Salad,"parmesan, croutons, lettuce, Caesar dressing, chicken"
Caesar Salad,"croutons, parmesan, chicken, Caesar dressing, lettuce"
Dim Sum,"soy sauce, pork, shrimp, dumpling wrapper, ginger"
Japanese Ramen,"pork, ginger, noodles, scallions, egg, broth"
Greek Salad,"olives, dressing, cucumber, lettuce, tomato"
Omelette,"eggs, pepper, butter, salt, cheese, onions"
Beef Steak,"garlic, salt, butter, beef"
Pho,"basil, lime, chili, rice noodles"
Pho,"broth, chili, rice noodles, beef"
Butter Chicken,"chicken, spices, onions, curry powder, coconut milk"
Grilled Chicken,"seasoning, garlic, tomato, chicken, lettuce"
Shawarma,"garlic, pita, yogurt, chicken, cumin"
Cereal,"oats, honey, fruits, nuts"
Shawarma,"pita, chicken, cumin, garlic"
Pad Thai,"lime, rice noodles, peanut, egg, shrimp"
Pasta Carbonara,"basil, olive oil, cheese, pasta, tomato sauce"
Pad Thai,"shrimp, rice noodles, egg, peanut"
Pho,"rice noodles, basil, beef, chili, broth, lime"
Clam Chowder,"celery, cream, potato, clam, onion"
Dim Sum,"dumpling wrapper, pork, shrimp, soy sauce, ginger"
Pad Thai,"shrimp, lime, peanut, rice noodles"
Shawarma,"yogurt, cumin, pita, chicken, garlic"
Turkey Sandwich,"cheese, turkey, bread, mayonnaise, tomato, lettuce"
Beef Steak,"pepper, beef, salt, butter"
Omelette,"cheese, pepper, onions, eggs, salt"
Shawarma,"pita, chicken, garlic, yogurt, cumin"
Japanese Ramen,"broth, ginger, egg, noodles"
Sushi,"salmon, avocado, soy sauce, rice, seaweed"
Japanese Ramen,"scallions, broth, ginger, noodles"
Dim Sum,"ginger, soy sauce, pork, shrimp, dumpling wrapper"
Pho,"lime, basil, rice noodles, chili, broth"
Grilled Chicken,"chicken, garlic, lettuce, seasoning"
Omelette,"pepper, onions, eggs, cheese, butter"
Spanish Paella,"seafood, rice, peppers, onions, saffron"
Cereal,"oats, nuts, milk, fruits"
Shawarma,"yogurt, chicken, garlic, pita, cumin"
Chicken Biryani,"saffron, yogurt, rice, cardamom"
Tacos,"lettuce, salsa, beef, tortilla, cheese"
Turkey Sandwich,"mayonnaise, bread, tomato, lettuce"
Dim Sum,"ginger, soy sauce, dumpling wrapper, shrimp, pork"
Spring Rolls,"shrimp, cabbage, rice paper, carrots"
Cereal,"nuts, honey, oats, milk, fruits"
Dim Sum,"dumpling wrapper, soy sauce, shrimp, pork, ginger"
Caesar Salad,"chicken, parmesan, croutons, lettuce"
Pho,"basil, lime, beef, broth, chili, rice noodles"
Tacos,"cheese, beef, salsa, tortilla, lettuce"
Pho,"lime, broth, basil, rice noodles, chili"
Spring Rolls,"carrots, shrimp, rice paper, cabbage"
Dim Sum,"soy sauce, shrimp, pork, dumpling wrapper, ginger"
Caesar Salad,"lettuce, parmesan, Caesar dressing, croutons, chicken"
Sushi,"salmon, seaweed, avocado, rice, soy sauce"
Chicken Biryani,"spices, cardamom, saffron, rice, yogurt, chicken"
Spanish Paella,"seafood, rice, peppers, saffron, onions"
Pho,"broth, lime, rice noodles, beef"
Japanese Ramen,"broth, pork, egg, ginger"
Shawarma,"pita, yogurt, chicken, cumin, garlic"
BBQ Ribs,"garlic, pork, spices, brown sugar, BBQ sauce"
Dim Sum,"soy sauce, shrimp, ginger, pork, dumpling wrapper"
Turkey Sandwich,"mayonnaise, turkey, cheese, tomato, bread, lettuce"
Sushi,"salmon, soy sauce, rice, avocado, seaweed"
Turkey Sandwich,"lettuce, mayonnaise, cheese, bread"
Lasagna,"onion, tomato sauce, garlic, pasta, ground beef, cheese"
Japanese Ramen,"pork, scallions, ginger, noodles, broth, egg"
Butter Chicken,"onions, spices, chicken, curry powder"
Pho,"chili, basil, rice noodles, beef"
Clam Chowder,"cream, celery, clam, potato, onion"
Dim Sum,"shrimp, dumpling wrapper, ginger, pork, soy sauce"
Sushi,"soy sauce, rice, salmon, seaweed, avocado"
Sushi,"seaweed, rice, avocado, soy sauce"
Sushi,"salmon, soy sauce, seaweed, rice, avocado"
Cereal,"nuts, fruits, milk, oats, honey"
Lasagna,"cheese, tomato sauce, onion, garlic"
Butter Chicken,"coconut milk, chicken, curry powder, onions"
Pad Thai,"peanut, egg, shrimp, rice noodles, lime"
Butter Chicken,"spices, onions, chicken, curry powder, coconut milk"
Clam Chowder,"onion, celery, potato, clam, cream"
BBQ Ribs,"spices, brown sugar, BBQ sauce, garlic, pork"
Turkey Sandwich,"lettuce, cheese, mayonnaise, tomato, turkey"
Greek Salad,"cucumber, tomato, feta cheese, lettuce, olives, dressing"
Greek Salad,"olives, lettuce, dressing, feta cheese, cucumber"
Lasagna,"garlic, pasta, onion, tomato sauce, ground beef, cheese"
Grilled Chicken,"seasoning, garlic, chicken, lettuce"
Tacos,"salsa, lettuce, cheese, tortilla, beef"
Pancakes,"vanilla, milk, butter, flour, eggs"
Cereal,"oats, milk, fruits, honey, nuts"
Spring Rolls,"shrimp, peanut sauce, cabbage, carrots"
Clam Chowder,"cream, onion, celery, potato, clam"
BBQ Ribs,"pork, BBQ sauce, spices, garlic, brown sugar"
Pad Thai,"shrimp, egg, peanut, lime"
Pancakes,"sugar, flour, eggs, milk, butter"
Pad Thai,"shrimp, rice noodles, egg, peanut, lime"
Chicken Biryani,"chicken, yogurt, cardamom, rice, spices"
Butter Chicken,"spices, onions, curry powder, coconut milk, chicken"
Dim Sum,"dumpling wrapper, pork, ginger, soy sauce, shrimp"
Pancakes,"butter, milk, eggs, vanilla, flour"
Omelette,"pepper, cheese, eggs, salt, butter, onions"
Grilled Chicken,"tomato, garlic, lettuce, chicken, seasoning"
Spring Rolls,"carrots, cabbage, shrimp, peanut sauce"
Grilled Chicken,"seasoning, tomato, chicken, lettuce"
Shawarma,"garlic, pita, yogurt, cumin"
Grilled Chicken,"chicken, garlic, tomato, lettuce, seasoning"
Beef Steak,"butter, salt, pepper, beef, garlic"
Pancakes,"sugar, milk, eggs, flour"
Butter Chicken,"coconut milk, spices, curry powder, chicken, onions"
Turkey Sandwich,"mayonnaise, tomato, turkey, lettuce, cheese"
Spring Rolls,"carrots, rice paper, cabbage, shrimp"
Pho,"beef, lime, chili, broth, basil"
Butter Chicken,"curry powder, coconut milk, onions, spices"
Lasagna,"pasta, cheese, tomato sauce, ground beef, garlic, onion"
Spanish Paella,"rice, peppers, saffron, onions, seafood"
Greek Salad,"feta cheese, dressing, lettuce, tomato, cucumber, olives"
Japanese Ramen,"broth, ginger, egg, pork, noodles, scallions"
Lasagna,"pasta, garlic, onion, tomato sauce, ground beef, cheese"
Grilled Chicken,"garlic, tomato, lettuce, chicken, seasoning"
Shawarma,"pita, chicken, cumin, yogurt"
Grilled Chicken,"seasoning, lettuce, garlic, tomato"
Beef Steak,"beef, pepper, garlic, salt"
Lasagna,"pasta, cheese, tomato sauce, onion, ground beef, garlic"
Beef Steak,"pepper, beef, butter, salt"
Omelette,"onions, salt, cheese, pepper, butter, eggs"
Cereal,"honey, fruits, nuts, oats, milk"
Tacos,"cheese, lettuce, tortilla, salsa, beef"
BBQ Ribs,"pork, spices, BBQ sauce, brown sugar"
Sushi,"seaweed, avocado, salmon, rice"
Butter Chicken,"curry powder, chicken, spices, coconut milk, onions"
Lasagna,"cheese, onion, ground beef, pasta, garlic"
Tacos,"lettuce, salsa, beef, cheese"
Grilled Chicken,"tomato, chicken, garlic, seasoning, lettuce"
Pasta Carbonara,"basil, tomato sauce, pasta, olive oil, cheese"
Turkey Sandwich,"mayonnaise, bread, turkey, tomato, cheese, lettuce"
Caesar Salad,"lettuce, croutons, chicken, Caesar dressing, parmesan"
Spring Rolls,"peanut sauce, shrimp, carrots, rice paper, cabbage"
Turkey Sandwich,"turkey, bread, tomato, cheese, mayonnaise"
Omelette,"salt, butter, eggs, cheese"
Lasagna,"cheese, garlic, onion, tomato sauce"
Dim Sum,"shrimp, ginger, dumpling wrapper, soy sauce"
Spring Rolls,"carrots, peanut sauce, cabbage, rice paper, shrimp"
Sushi,"rice, seaweed, salmon, avocado, soy sauce"
Butter Chicken,"onions, coconut milk, spices, chicken, curry powder"
Clam Chowder,"celery, potato, cream, onion, clam"
Pasta Carbonara,"basil, cheese, olive oil, pasta"
Spanish Paella,"seafood, saffron, peppers, rice, onions"
Caesar Salad,"croutons, chicken, lettuce, parmesan, Caesar dressing"
Shawarma,"pita, cumin, garlic, chicken, yogurt"
Spring Rolls,"rice paper, cabbage, shrimp, carrots"
Greek Salad,"lettuce, olives, feta cheese, dressing"
Pasta Carbonara,"olive oil, cheese, tomato sauce, pasta"
Sushi,"seaweed, rice, avocado, soy sauce"
Japanese Ramen,"ginger, egg, broth, noodles, scallions"
Clam Chowder,"clam, cream, onion, celery"
Butter Chicken,"coconut milk, onions, chicken, spices, curry powder"
Caesar Salad,"lettuce, parmesan, chicken, croutons, Caesar dressing"
Japanese Ramen,"broth, noodles, ginger, pork, egg"
Greek Salad,"dressing, cucumber, feta cheese, olives, tomato, lettuce"
Butter Chicken,"curry powder, spices, onions, coconut milk, chicken"
Caesar Salad,"croutons, chicken, parmesan, lettuce"
Pad Thai,"rice noodles, lime, peanut, egg, shrimp"
Shawarma,"cumin, yogurt, chicken, garlic, pita"
Cereal,"milk, nuts, fruits, honey"
Beef Steak,"salt, beef, garlic, pepper, butter"
Pancakes,"eggs, vanilla, milk, sugar, butter, flour"
BBQ Ribs,"brown sugar, pork, garlic, BBQ sauce"
Pad Thai,"shrimp, rice noodles, egg, peanut, lime"
Grilled Chicken,"garlic, lettuce, seasoning, chicken"
Turkey Sandwich,"turkey, tomato, lettuce, mayonnaise, cheese, bread"
Clam Chowder,"cream, celery, potato, onion, clam"
Lasagna,"garlic, onion, cheese, ground beef, tomato sauce, pasta"
Chicken Biryani,"chicken, rice, yogurt, spices"
Sushi,"seaweed, salmon, soy sauce, rice"
BBQ Ribs,"spices, brown sugar, pork, BBQ sauce, garlic"
Clam Chowder,"celery, cream, onion, clam, potato"
Sushi,"salmon, rice, soy sauce, seaweed"
Butter Chicken,"spices, coconut milk, chicken, curry powder"
Clam Chowder,"potato, celery, onion, cream"
Shawarma,"garlic, yogurt, chicken, pita, cumin"
Grilled Chicken,"tomato, lettuce, garlic, seasoning"
Turkey Sandwich,"mayonnaise, lettuce, tomato, cheese, turkey"
Pasta Carbonara,"pasta, basil, olive oil, cheese"
BBQ Ribs,"BBQ sauce, spices, garlic, pork"
Caesar Salad,"chicken, Caesar dressing, parmesan, croutons, lettuce"
Clam Chowder,"onion, potato, clam, celery"
Sushi,"seaweed, rice, soy sauce, salmon, avocado"
Grilled Chicken,"tomato, seasoning, lettuce, chicken, garlic"
Spanish Paella,"peppers, rice, onions, seafood, saffron"
Cereal,"oats, fruits, honey, milk, nuts"
Omelette,"butter, salt, eggs, cheese, onions"
Turkey Sandwich,"turkey, tomato, mayonnaise, cheese, bread, lettuce"
Pho,"basil, chili, rice noodles, broth, lime, beef"
Beef Steak,"butter, garlic, salt, beef, pepper"
