Dish Name,Ingredients,Cluster,Cluster_Label
chicken biryani,"chicken, yogurt, cardamom, saffron, spice",2,Curries & Stews
greek salad,"cucumber, lettuce, olives, tomato, dressing, feta cheese",6,Grilled & Roasted
turkey sandwich,"tomato, mayonnaise, cheese, bread, lettuce, turkey",6,Grilled & Roasted
pho,"beef, rice noodles, lime, basil, chili",3,Baked Dishes
pancakes,"eggs, flour, butter, sugar, milk, vanilla",0,Salads & Wraps
pancakes,"eggs, sugar, vanilla, butter",0,Salads & Wraps
clam chowder,"onion, clam, cream, potato, celery",1,Desserts & Pastries
beef steak,"beef, pepper, salt, butter",5,Breakfast & Brunch
dim sum,"soy sauce, shrimp, dumpling wrapper, pork, ginger",4,Asian & Stir Fry
dim sum,"dumpling wrapper, ginger, pork, soy sauce",4,Asian & Stir Fry
spanish paella,"onions, rice, saffron, seafood, pepper",2,Curries & Stews
shawarma,"pita, chicken, cumin, garlic",2,Curries & Stews
greek salad,"feta cheese, dressing, olives, tomato",6,Grilled & Roasted
beef steak,"salt, beef, pepper, butter",5,Breakfast & Brunch
chicken biryani,"cardamom, rice, chicken, spices, yogurt, saffron",2,Curries & Stews
omelette,"butter, cheese, salt, eggs, pepper, onion",5,Breakfast & Brunch
spanish paella,"saffron, rice, onions, seafood",2,Curries & Stews
caesar salad,"parmesan, lettuce, croutons, caesar dressing",6,Grilled & Roasted
bbq ribs,"brown sugar, garlic, pork, spices, bbq sauce",2,Curries & Stews
chicken biryani,"saffron, chicken, spices, cardamom, yogurt, rice",2,Curries & Stews
pancakes,"butter, milk, vanilla, egg",0,Salads & Wraps
dim sum,"shrimp, dumpling wrapper, soy sauce, ginger, pork",4,Asian & Stir Fry
turkey sandwich,"bread, turkey, tomato, cheese, mayonnaise",6,Grilled & Roasted
chicken biryani,"yogurt, chicken, rice, spices, cardamom, saffron",2,Curries & Stews
chicken biryani,"saffron, cardamom, yogurt, spice",2,Curries & Stews
spring rolls,"rice paper, shrimp, carrots, peanut sauce",3,Baked Dishes
spanish paella,"rice, peppers, saffron, seafood",2,Curries & Stews
pho,"chili, rice noodles, beef, broth, basil, lime",3,Baked Dishes
cereal,"milk, fruits, oats, honey, nut",0,Salads & Wraps
spanish paella,"peppers, onions, rice, seafood, saffron",2,Curries & Stews
shawarma,"yogurt, cumin, garlic, chicken, pita",2,Curries & Stews
japanese ramen,"ginger, scallions, pork, egg, noodle",4,Asian & Stir Fry
pad thai,"lime, egg, rice noodles, shrimp, peanut",3,Baked Dishes
cereal,"oats, milk, nuts, honey, fruit",0,Salads & Wraps
greek salad,"dressing, tomato, lettuce, feta cheese, cucumber, olive",6,Grilled & Roasted
turkey sandwich,"bread, tomato, mayonnaise, cheese, turkey, lettuce",6,Grilled & Roasted
japanese ramen,"ginger, scallions, egg, pork",4,Asian & Stir Fry
dim sum,"ginger, soy sauce, shrimp, dumpling wrapper, pork",4,Asian & Stir Fry
pad thai,"lime, rice noodles, egg, shrimp, peanut",3,Baked Dishes
japanese ramen,"ginger, broth, noodles, egg, scallion",4,Asian & Stir Fry
pancakes,"milk, flour, sugar, egg",0,Salads & Wraps
grilled chicken,"garlic, lettuce, tomato, chicken, seasoning",6,Grilled & Roasted
omelette,"eggs, pepper, onions, butter, cheese",5,Breakfast & Brunch
grilled chicken,"garlic, seasoning, lettuce, tomato",6,Grilled & Roasted
sushi,"salmon, avocado, seaweed, soy sauce",2,Curries & Stews
turkey sandwich,"turkey, bread, mayonnaise, tomato, cheese, lettuce",6,Grilled & Roasted
cereal,"fruits, honey, oats, nut",0,Salads & Wraps
turkey sandwich,"cheese, turkey, lettuce, tomato, bread",6,Grilled & Roasted
pad thai,"egg, rice noodles, shrimp, lime, peanut",3,Baked Dishes
lasagna,"cheese, garlic, ground beef, onion",1,Desserts & Pastries
tacos,"beef, tortilla, lettuce, salsa, cheese",6,Grilled & Roasted
pancakes,"vanilla, eggs, milk, flour",0,Salads & Wraps
omelette,"eggs, cheese, salt, onions, butter",5,Breakfast & Brunch
cereal,"fruits, oats, honey, nut",0,Salads & Wraps
lasagna,"pasta, garlic, ground beef, onion",1,Desserts & Pastries
spanish paella,"rice, seafood, peppers, saffron",2,Curries & Stews
lasagna,"onion, ground beef, garlic, pasta, tomato sauce",1,Desserts & Pastries
clam chowder,"clam, potato, onion, celery",1,Desserts & Pastries
cereal,"nuts, fruits, milk, oats, honey",0,Salads & Wraps
japanese ramen,"egg, noodles, scallions, ginger, pork, broth",4,Asian & Stir Fry
sushi,"avocado, seaweed, salmon, rice, soy sauce",2,Curries & Stews
sushi,"avocado, soy sauce, rice, salmon",2,Curries & Stews
pho,"rice noodles, broth, lime, basil, chili",3,Baked Dishes
pancakes,"eggs, flour, vanilla, sugar, milk",0,Salads & Wraps
pho,"lime, beef, broth, chili",3,Baked Dishes
turkey sandwich,"cheese, tomato, mayonnaise, turkey, bread",6,Grilled & Roasted
pasta carbonara,"cheese, pasta, basil, olive oil, tomato sauce",1,Desserts & Pastries
sushi,"soy sauce, rice, salmon, seaweed, avocado",2,Curries & Stews
grilled chicken,"lettuce, seasoning, chicken, tomato",6,Grilled & Roasted
chicken biryani,"rice, saffron, chicken, yogurt, cardamom, spice",2,Curries & Stews
omelette,"eggs, cheese, butter, onion",5,Breakfast & Brunch
turkey sandwich,"lettuce, turkey, bread, mayonnaise",6,Grilled & Roasted
japanese ramen,"broth, pork, egg, ginger, scallion",4,Asian & Stir Fry
tacos,"tortilla, lettuce, cheese, beef",6,Grilled & Roasted
bbq ribs,"pork, bbq sauce, spices, garlic",2,Curries & Stews
greek salad,"olives, lettuce, cucumber, tomato, feta cheese",6,Grilled & Roasted
chicken biryani,"cardamom, saffron, rice, chicken, spices, yogurt",2,Curries & Stews
omelette,"salt, eggs, cheese, pepper",5,Breakfast & Brunch
japanese ramen,"noodles, ginger, broth, scallion",4,Asian & Stir Fry
lasagna,"garlic, ground beef, tomato sauce, cheese, pasta, onion",1,Desserts & Pastries
grilled chicken,"seasoning, garlic, chicken, lettuce, tomato",6,Grilled & Roasted
japanese ramen,"ginger, broth, scallions, noodles, egg, pork",4,Asian & Stir Fry
japanese ramen,"ginger, pork, egg, broth, noodle",4,Asian & Stir Fry
grilled chicken,"garlic, chicken, lettuce, tomato, seasoning",6,Grilled & Roasted
pasta carbonara,"tomato sauce, basil, cheese, olive oil, pasta",1,Desserts & Pastries
beef steak,"butter, beef, garlic, pepper",5,Breakfast & Brunch
sushi,"salmon, seaweed, avocado, rice, soy sauce",2,Curries & Stews
beef steak,"salt, beef, garlic, butter, pepper",5,Breakfast & Brunch
omelette,"salt, eggs, pepper, onions, cheese, butter",5,Breakfast & Brunch
lasagna,"cheese, ground beef, onion, garlic",1,Desserts & Pastries
omelette,"cheese, eggs, butter, salt, pepper, onion",5,Breakfast & Brunch
clam chowder,"celery, onion, potato, clam, cream",1,Desserts & Pastries
chicken biryani,"rice, yogurt, saffron, spices, chicken",2,Curries & Stews
clam chowder,"potato, onion, celery, cream, clam",1,Desserts & Pastries
tacos,"tortilla, salsa, cheese, lettuce",6,Grilled & Roasted
shawarma,"yogurt, cumin, chicken, pita",2,Curries & Stews
bbq ribs,"garlic, pork, spices, bbq sauce",2,Curries & Stews
pasta carbonara,"basil, olive oil, cheese, pasta, tomato sauce",1,Desserts & Pastries
tacos,"beef, lettuce, salsa, tortilla",6,Grilled & Roasted
pad thai,"lime, shrimp, egg, rice noodle",3,Baked Dishes
grilled chicken,"chicken, lettuce, garlic, seasoning",6,Grilled & Roasted
turkey sandwich,"lettuce, bread, tomato, mayonnaise, turkey",6,Grilled & Roasted
pasta carbonara,"cheese, tomato sauce, olive oil, pasta",1,Desserts & Pastries
spring rolls,"shrimp, peanut sauce, rice paper, cabbage",3,Baked Dishes
shawarma,"garlic, yogurt, cumin, chicken, pita",2,Curries & Stews
pho,"beef, chili, lime, basil",3,Baked Dishes
greek salad,"cucumber, lettuce, feta cheese, olives, dressing, tomato",6,Grilled & Roasted
clam chowder,"onion, clam, celery, cream, potato",1,Desserts & Pastries
pho,"lime, broth, chili, beef",3,Baked Dishes
clam chowder,"cream, clam, onion, celery, potato",1,Desserts & Pastries
pho,"rice noodles, beef, basil, broth",3,Baked Dishes
pad thai,"egg, peanut, shrimp, rice noodle",3,Baked Dishes
pancakes,"flour, sugar, butter, eggs, milk, vanilla",0,Salads & Wraps
greek salad,"tomato, cucumber, lettuce, olive",6,Grilled & Roasted
clam chowder,"onion, clam, celery, potato, cream",1,Desserts & Pastries
omelette,"salt, pepper, eggs, butter, cheese, onion",5,Breakfast & Brunch
clam chowder,"celery, potato, onion, cream, clam",1,Desserts & Pastries
shawarma,"yogurt, chicken, cumin, garlic, pita",2,Curries & Stews
japanese ramen,"egg, broth, noodles, ginger, scallion",4,Asian & Stir Fry
clam chowder,"clam, celery, potato, onion",1,Desserts & Pastries
lasagna,"ground beef, cheese, garlic, onion, pasta, tomato sauce",1,Desserts & Pastries
turkey sandwich,"mayonnaise, cheese, lettuce, turkey, bread, tomato",6,Grilled & Roasted
lasagna,"tomato sauce, cheese, pasta, garlic, onion",1,Desserts & Pastries
beef steak,"butter, garlic, beef, pepper",5,Breakfast & Brunch
japanese ramen,"scallions, broth, pork, egg, ginger, noodle",4,Asian & Stir Fry
pasta carbonara,"olive oil, pasta, cheese, basil, tomato sauce",1,Desserts & Pastries
pancakes,"butter, milk, vanilla, sugar",0,Salads & Wraps
caesar salad,"chicken, lettuce, parmesan, croutons, caesar dressing",6,Grilled & Roasted
spanish paella,"onions, seafood, peppers, rice, saffron",2,Curries & Stews
grilled chicken,"seasoning, garlic, tomato, chicken, lettuce",6,Grilled & Roasted
grilled chicken,"lettuce, tomato, garlic, chicken, seasoning",6,Grilled & Roasted
omelette,"eggs, onions, butter, cheese, salt",5,Breakfast & Brunch
greek salad,"olives, lettuce, dressing, cucumber, tomato",6,Grilled & Roasted
dim sum,"pork, dumpling wrapper, soy sauce, ginger",4,Asian & Stir Fry
beef steak,"salt, beef, butter, garlic",5,Breakfast & Brunch
lasagna,"garlic, tomato sauce, onion, cheese, ground beef",1,Desserts & Pastries
dim sum,"shrimp, dumpling wrapper, ginger, pork, soy sauce",4,Asian & Stir Fry
caesar salad,"caesar dressing, chicken, croutons, lettuce, parmesan",6,Grilled & Roasted
caesar salad,"chicken, croutons, parmesan, caesar dressing",6,Grilled & Roasted
cereal,"honey, nuts, oats, fruit",0,Salads & Wraps
japanese ramen,"egg, broth, noodles, pork, ginger, scallion",4,Asian & Stir Fry
greek salad,"dressing, feta cheese, tomato, cucumber, olive",6,Grilled & Roasted
grilled chicken,"tomato, garlic, chicken, lettuce, seasoning",6,Grilled & Roasted
spanish paella,"seafood, rice, onions, saffron",2,Curries & Stews
lasagna,"ground beef, garlic, pasta, cheese, tomato sauce",1,Desserts & Pastries
pad thai,"egg, shrimp, lime, peanut, rice noodle",3,Baked Dishes
sushi,"rice, salmon, seaweed, soy sauce",2,Curries & Stews
japanese ramen,"pork, noodles, ginger, egg",4,Asian & Stir Fry
butter chicken,"coconut milk, chicken, onions, spices, curry powder",2,Curries & Stews
butter chicken,"chicken, spices, coconut milk, onion",2,Curries & Stews
turkey sandwich,"bread, tomato, turkey, lettuce, cheese",6,Grilled & Roasted
pasta carbonara,"olive oil, pasta, basil, tomato sauce, cheese",1,Desserts & Pastries
greek salad,"dressing, cucumber, tomato, feta cheese, olive",6,Grilled & Roasted
shawarma,"chicken, garlic, pita, yogurt, cumin",2,Curries & Stews
pancakes,"sugar, flour, vanilla, butter, milk",0,Salads & Wraps
sushi,"seaweed, rice, salmon, soy sauce, avocado",2,Curries & Stews
pasta carbonara,"cheese, basil, olive oil, pasta",1,Desserts & Pastries
pasta carbonara,"olive oil, tomato sauce, pasta, basil, cheese",1,Desserts & Pastries
lasagna,"cheese, garlic, ground beef, tomato sauce",1,Desserts & Pastries
pho,"rice noodles, broth, basil, chili",3,Baked Dishes
greek salad,"tomato, cucumber, dressing, olives, feta cheese, lettuce",6,Grilled & Roasted
shawarma,"pita, chicken, cumin, yogurt, garlic",2,Curries & Stews
pasta carbonara,"cheese, basil, tomato sauce, pasta",1,Desserts & Pastries
omelette,"pepper, salt, cheese, eggs, butter, onion",5,Breakfast & Brunch
pancakes,"eggs, milk, flour, vanilla, sugar",0,Salads & Wraps
beef steak,"pepper, salt, beef, garlic, butter",5,Breakfast & Brunch
lasagna,"garlic, ground beef, pasta, tomato sauce, cheese, onion",1,Desserts & Pastries
pad thai,"shrimp, egg, peanut, lime, rice noodle",3,Baked Dishes
greek salad,"olives, cucumber, tomato, lettuce",6,Grilled & Roasted
butter chicken,"curry powder, spices, onions, coconut milk, chicken",2,Curries & Stews
sushi,"soy sauce, rice, avocado, seaweed, salmon",2,Curries & Stews
pancakes,"flour, sugar, milk, vanilla, eggs, butter",0,Salads & Wraps
chicken biryani,"yogurt, rice, cardamom, spice",2,Curries & Stews
cereal,"milk, oats, fruits, honey, nut",0,Salads & Wraps
chicken biryani,"cardamom, spices, saffron, yogurt, chicken",2,Curries & Stews
shawarma,"cumin, yogurt, garlic, chicken, pita",2,Curries & Stews
tacos,"tortilla, salsa, cheese, beef",6,Grilled & Roasted
caesar salad,"chicken, lettuce, croutons, parmesan",6,Grilled & Roasted
japanese ramen,"egg, pork, broth, noodles, ginger",4,Asian & Stir Fry
greek salad,"dressing, feta cheese, olives, lettuce, tomato",6,Grilled & Roasted
omelette,"eggs, butter, cheese, onions, pepper, salt",5,Breakfast & Brunch
greek salad,"feta cheese, lettuce, cucumber, dressing, olives, tomato",6,Grilled & Roasted
butter chicken,"onions, curry powder, spices, coconut milk",2,Curries & Stews
chicken biryani,"chicken, yogurt, spices, saffron",2,Curries & Stews
dim sum,"soy sauce, ginger, shrimp, pork",4,Asian & Stir Fry
shawarma,"garlic, chicken, yogurt, cumin",2,Curries & Stews
sushi,"soy sauce, avocado, rice, salmon",2,Curries & Stews
turkey sandwich,"lettuce, turkey, mayonnaise, cheese, bread",6,Grilled & Roasted
sushi,"salmon, seaweed, rice, avocado, soy sauce",2,Curries & Stews
cereal,"fruits, milk, nuts, oat",0,Salads & Wraps
dim sum,"dumpling wrapper, ginger, pork, shrimp",4,Asian & Stir Fry
omelette,"cheese, butter, onions, pepper, egg",5,Breakfast & Brunch
tacos,"beef, salsa, tortilla, lettuce",6,Grilled & Roasted
shawarma,"pita, cumin, chicken, yogurt, garlic",2,Curries & Stews
beef steak,"beef, garlic, butter, pepper",5,Breakfast & Brunch
pho,"lime, beef, rice noodles, chili, broth, basil",3,Baked Dishes
turkey sandwich,"tomato, bread, lettuce, turkey, cheese",6,Grilled & Roasted
cereal,"oats, honey, milk, fruits, nut",0,Salads & Wraps
caesar salad,"chicken, parmesan, lettuce, croutons, caesar dressing",6,Grilled & Roasted
turkey sandwich,"turkey, tomato, bread, lettuce, mayonnaise",6,Grilled & Roasted
pho,"basil, rice noodles, lime, chili, beef",3,Baked Dishes
omelette,"onions, cheese, salt, butter",5,Breakfast & Brunch
greek salad,"cucumber, tomato, feta cheese, lettuce",6,Grilled & Roasted
pancakes,"butter, flour, sugar, milk, eggs, vanilla",0,Salads & Wraps
pho,"lime, chili, basil, beef, rice noodles, broth",3,Baked Dishes
caesar salad,"parmesan, croutons, lettuce, chicken, caesar dressing",6,Grilled & Roasted
spring rolls,"peanut sauce, carrots, shrimp, cabbage",3,Baked Dishes
butter chicken,"spices, chicken, curry powder, onions, coconut milk",2,Curries & Stews
beef steak,"salt, butter, pepper, beef",5,Breakfast & Brunch
pancakes,"eggs, butter, sugar, flour",0,Salads & Wraps
chicken biryani,"saffron, yogurt, spices, chicken, rice, cardamom",2,Curries & Stews
grilled chicken,"garlic, lettuce, chicken, seasoning, tomato",6,Grilled & Roasted
pho,"rice noodles, lime, broth, beef, basil",3,Baked Dishes
tacos,"lettuce, tortilla, beef, cheese",6,Grilled & Roasted
spanish paella,"seafood, peppers, rice, onions, saffron",2,Curries & Stews
pancakes,"vanilla, butter, milk, sugar, egg",0,Salads & Wraps
chicken biryani,"saffron, cardamom, spices, chicken, yogurt, rice",2,Curries & Stews
beef steak,"salt, butter, pepper, garlic",5,Breakfast & Brunch
turkey sandwich,"cheese, tomato, lettuce, turkey, bread",6,Grilled & Roasted
greek salad,"lettuce, dressing, cucumber, tomato, feta cheese",6,Grilled & Roasted
grilled chicken,"garlic, chicken, seasoning, lettuce, tomato",6,Grilled & Roasted
pancakes,"vanilla, sugar, milk, eggs, butter",0,Salads & Wraps
tacos,"salsa, lettuce, tortilla, beef, cheese",6,Grilled & Roasted
shawarma,"garlic, yogurt, chicken, pita",2,Curries & Stews
greek salad,"olives, dressing, tomato, lettuce, cucumber",6,Grilled & Roasted
shawarma,"pita, yogurt, chicken, cumin",2,Curries & Stews
spring rolls,"cabbage, shrimp, peanut sauce, carrots, rice paper",3,Baked Dishes
spring rolls,"peanut sauce, shrimp, rice paper, cabbage, carrot",3,Baked Dishes
turkey sandwich,"bread, cheese, lettuce, turkey, tomato, mayonnaise",6,Grilled & Roasted
pancakes,"sugar, vanilla, milk, flour, butter, egg",0,Salads & Wraps
clam chowder,"clam, onion, potato, cream, celery",1,Desserts & Pastries
cereal,"nuts, oats, honey, fruits, milk",0,Salads & Wraps
chicken biryani,"spices, chicken, yogurt, saffron, rice",2,Curries & Stews
pasta carbonara,"pasta, olive oil, cheese, tomato sauce, basil",1,Desserts & Pastries
shawarma,"yogurt, garlic, chicken, cumin, pita",2,Curries & Stews
greek salad,"dressing, cucumber, lettuce, tomato, olives, feta cheese",6,Grilled & Roasted
sushi,"salmon, avocado, seaweed, soy sauce, rice",2,Curries & Stews
pancakes,"sugar, butter, milk, egg",0,Salads & Wraps
bbq ribs,"pork, brown sugar, spices, garlic, bbq sauce",2,Curries & Stews
shawarma,"pita, cumin, garlic, yogurt",2,Curries & Stews
pad thai,"rice noodles, peanut, egg, shrimp, lime",3,Baked Dishes
spanish paella,"rice, saffron, onions, peppers, seafood",2,Curries & Stews
pancakes,"vanilla, milk, sugar, eggs, flour",0,Salads & Wraps
caesar salad,"chicken, lettuce, caesar dressing, parmesan",6,Grilled & Roasted
lasagna,"garlic, cheese, tomato sauce, pasta, ground beef",1,Desserts & Pastries
chicken biryani,"spices, saffron, rice, cardamom, chicken",2,Curries & Stews
pho,"rice noodles, lime, broth, beef, basil, chili",3,Baked Dishes
dim sum,"dumpling wrapper, pork, shrimp, ginger",4,Asian & Stir Fry
greek salad,"dressing, olives, feta cheese, lettuce, cucumber",6,Grilled & Roasted
chicken biryani,"cardamom, yogurt, saffron, rice",2,Curries & Stews
spanish paella,"saffron, peppers, seafood, onion",2,Curries & Stews
chicken biryani,"rice, cardamom, saffron, spice",2,Curries & Stews
greek salad,"lettuce, feta cheese, tomato, cucumber",6,Grilled & Roasted
omelette,"butter, onions, cheese, eggs, pepper, salt",5,Breakfast & Brunch
butter chicken,"onions, spices, coconut milk, chicken, curry powder",2,Curries & Stews
cereal,"honey, nuts, milk, fruits, oat",0,Salads & Wraps
grilled chicken,"chicken, garlic, tomato, lettuce",6,Grilled & Roasted
